subjid,freq,amp,channel,weight
hydrolagusColliei_9,330,90,ch1,0.3203217301631008
hydrolagusColliei_9,330,90,ch2,0.286794961883428
hydrolagusColliei_9,330,90,ch3,0.21356243844539227
hydrolagusColliei_9,330,90,ch4,0.1793208695080789
