subjid,freq,amp,channel,weight
hydrolagusColliei_4,330,115,ch1,0.28306648943122403
hydrolagusColliei_4,330,115,ch2,0.14533806157058815
hydrolagusColliei_4,330,115,ch3,0.4954392271326944
hydrolagusColliei_4,330,115,ch4,0.07615622186549341
