subjid,freq,amp,channel,weight
hydrolagusColliei_4,200,115,ch1,0.23357170950658057
hydrolagusColliei_4,200,115,ch2,0.26307609552544
hydrolagusColliei_4,200,115,ch3,0.2545738589828069
hydrolagusColliei_4,200,115,ch4,0.24877833598517274
