subjid,freq,amp,channel,weight
hydrolagusColliei_9,385,140,ch1,0.27561687097680093
hydrolagusColliei_9,385,140,ch2,0.20193130956816835
hydrolagusColliei_9,385,140,ch3,0.26770810235980724
hydrolagusColliei_9,385,140,ch4,0.2547437170952236
