subjid,freq,amp,channel,weight
hydrolagusColliei_8,55,100,ch1,0.1898651974383601
hydrolagusColliei_8,55,100,ch2,0.2564102573727748
hydrolagusColliei_8,55,100,ch3,0.27917479628296343
hydrolagusColliei_8,55,100,ch4,0.2745497489059016
