subjid,freq,amp,channel,weight
hydrolagusColliei_8,100,115,ch1,0.2949605626407582
hydrolagusColliei_8,100,115,ch2,0.3186746516155104
hydrolagusColliei_8,100,115,ch3,0.15148821225131578
hydrolagusColliei_8,100,115,ch4,0.23487657349241556
