subjid,freq,amp,channel,weight
hydrolagusColliei_5,200,140,ch1,0.29707591384401394
hydrolagusColliei_5,200,140,ch2,0.2260333297900377
hydrolagusColliei_5,200,140,ch3,0.211720201552143
hydrolagusColliei_5,200,140,ch4,0.26517055481380536
