subjid,freq,amp,channel,weight
hydrolagusColliei_5,300,145,ch1,0.3116258953571804
hydrolagusColliei_5,300,145,ch2,0.2080544079470192
hydrolagusColliei_5,300,145,ch3,0.22199380674939886
hydrolagusColliei_5,300,145,ch4,0.2583258899464015
