subjid,freq,amp,channel,weight
hydrolagusColliei_9,100,110,ch1,0.22267832769715232
hydrolagusColliei_9,100,110,ch2,0.28511423647208956
hydrolagusColliei_9,100,110,ch3,0.2964602513483547
hydrolagusColliei_9,100,110,ch4,0.19574718448240358
