subjid,freq,amp,channel,weight
hydrolagusColliei_4,330,140,ch1,0.36401506573256526
hydrolagusColliei_4,330,140,ch2,0.17386261228678107
hydrolagusColliei_4,330,140,ch3,0.31627623439388863
hydrolagusColliei_4,330,140,ch4,0.14584608758676507
