subjid,freq,amp,channel,weight
hydrolagusColliei_4,55,115,ch1,0.24707280274005686
hydrolagusColliei_4,55,115,ch2,0.30469144385711977
hydrolagusColliei_4,55,115,ch3,0.2165600830571829
hydrolagusColliei_4,55,115,ch4,0.23167567034564038
