subjid,freq,amp,channel,weight
hydrolagusColliei_8,55,100,ch1,0.24999629508955978
hydrolagusColliei_8,55,100,ch2,0.25000057606099063
hydrolagusColliei_8,55,100,ch3,0.2500015392667814
hydrolagusColliei_8,55,100,ch4,0.25000158958266827
