subjid,freq,amp,channel,weight
hydrolagusColliei_8,100,100,ch1,0.25000015501562234
hydrolagusColliei_8,100,100,ch2,0.250000206536146
hydrolagusColliei_8,100,100,ch3,0.2500004834580346
hydrolagusColliei_8,100,100,ch4,0.24999915499019704
