subjid,freq,amp,channel,weight
hydrolagusColliei_6,330,110,ch1,0.15104134249173945
hydrolagusColliei_6,330,110,ch2,0.3130337677163297
hydrolagusColliei_6,330,110,ch3,0.19736641770441513
hydrolagusColliei_6,330,110,ch4,0.33855847208751566
