subjid,freq,amp,channel,weight
deadFish,220,130,ch1,0.26504815031806406
deadFish,220,130,ch2,0.2923559873849554
deadFish,220,130,ch3,0.19127575956084722
deadFish,220,130,ch4,0.25132010273613337
