subjid,freq,amp,channel,weight
deadFish,55,150,ch1,0.15481787185124068
deadFish,55,150,ch2,0.3535937660258685
deadFish,55,150,ch3,0.22611865035853462
deadFish,55,150,ch4,0.26546971176435624
