subjid,freq,amp,channel,weight
hydrolagusColliei_8,70,115,ch1,0.2404028589459103
hydrolagusColliei_8,70,115,ch2,0.19393623478608257
hydrolagusColliei_8,70,115,ch3,0.29238873947444777
hydrolagusColliei_8,70,115,ch4,0.2732721667935595
