subjid,freq,amp,channel,weight
hydrolagusColliei_8,880,140,ch1,0.16938657781918628
hydrolagusColliei_8,880,140,ch2,0.24629784401089355
hydrolagusColliei_8,880,140,ch3,0.25266130423154143
hydrolagusColliei_8,880,140,ch4,0.3316542739383787
