subjid,freq,amp,channel,weight
hydrolagusColliei_5,200,135,ch1,0.23024352868814743
hydrolagusColliei_5,200,135,ch2,0.23588340105517702
hydrolagusColliei_5,200,135,ch3,0.3163872059411026
hydrolagusColliei_5,200,135,ch4,0.21748586431557304
