subjid,freq,amp,channel,weight
hydrolagusColliei_5,200,140,ch1,0.22681846686316998
hydrolagusColliei_5,200,140,ch2,0.2626199189529152
hydrolagusColliei_5,200,140,ch3,0.2200005912212715
hydrolagusColliei_5,200,140,ch4,0.29056102296264336
