subjid,freq,amp,channel,weight
deadFish,330,125,ch1,0.192297632234857
deadFish,330,125,ch2,0.2614986534756016
deadFish,330,125,ch3,0.19846514165729184
deadFish,330,125,ch4,0.34773857263224955
