subjid,freq,amp,channel,weight
hydrolagusColliei_4,55,110,ch1,0.23680381663876052
hydrolagusColliei_4,55,110,ch2,0.21230498008171964
hydrolagusColliei_4,55,110,ch3,0.27293140034690544
hydrolagusColliei_4,55,110,ch4,0.2779598029326146
