subjid,freq,amp,channel,weight
hydrolagusColliei_4,55,130,ch1,0.2765838695809402
hydrolagusColliei_4,55,130,ch2,0.2660375253086015
hydrolagusColliei_4,55,130,ch3,0.24882526433986865
hydrolagusColliei_4,55,130,ch4,0.20855334077058976
